Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
6/8/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",380,263,550,353,263,473,339,252,456,385,265,559,459,312,673,379,243,593
6/8/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",992,739,1330,633,511,784,1205,924,1571,987,759,1282,973,761,1245,696,559,868
6/8/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",516,343,775,383,259,565,480,341,674,628,425,929,474,334,672,336,286,396
6/8/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1617,1272,2056,,,,1611,1341,1937,1699,1398,2065,1562,1131,2158,,,
6/8/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",920,712,1189,,,,896,695,1156,939,724,1219,914,700,1194,,,
6/8/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1371,1036,1814,,,,,,,1497,1125,1992,,,,,,
6/8/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1044,829,1315,,,,1172,948,1447,941,801,1104,1067,839,1356,,,
6/8/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1333,1151,1544,,,,1429,1185,1722,1301,1232,1375,,,,,,
6/8/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",651,484,874,,,,610,459,810,674,497,913,,,,,,
6/8/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",809,573,1143,,,,897,662,1215,824,585,1160,,,,,,
6/9/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1588,1054,2392,,,,,,,,,,,,,,,
6/9/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",640,493,831,579,494,679,732,558,960,621,499,772,639,440,927,,,
6/9/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",470,346,639,,,,464,345,624,496,373,659,,,,,,
6/9/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",487,342,693,346,281,425,638,397,1025,488,372,639,488,350,682,395,284,549
6/9/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1101,856,1417,,,,,,,,,,,,,,,
6/9/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",763,558,1041,,,,814,688,964,703,525,940,743,484,1140,,,
6/9/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",907,704,1168,703,568,869,1145,886,1480,885,743,1054,834,693,1004,686,577,816
6/9/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1352,1109,1649,,,,1454,1284,1647,1297,1066,1579,,,,,,
6/9/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",501,320,784,425,290,622,391,286,534,615,400,945,368,241,562,299,260,344
6/9/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1020,805,1293,,,,,,,,,,,,,,,
6/9/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",406,267,617,373,270,514,496,359,686,374,248,562,495,303,810,365,283,470
6/9/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",734,520,1035,526,372,744,813,575,1148,773,570,1047,659,482,901,493,385,632
6/9/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",998,803,1240,,,,1085,877,1341,990,821,1193,920,727,1165,,,
6/9/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",902,707,1150,834,621,1121,896,749,1070,963,793,1170,817,609,1095,,,
6/9/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",763,520,1118,,,,,,,796,543,1169,,,,,,
6/9/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1167,910,1497,,,,,,,1282,1066,1541,,,,,,
6/9/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1304,1101,1545,,,,,,,1419,1197,1681,,,,,,
6/9/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",674,502,906,,,,,,,741,587,934,,,,,,
6/10/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1155,940,1420,,,,1303,1131,1501,1204,961,1509,1029,856,1237,,,
6/10/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",563,392,809,588,432,801,913,645,1292,569,426,759,431,305,609,477,365,624
6/10/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",673,487,930,584,431,791,796,573,1105,679,512,901,528,417,667,,,
6/10/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1428,1078,1891,1665,1320,2100,1461,1242,1719,,,,,,,,,
6/10/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",828,599,1144,900,655,1235,1054,760,1461,737,595,912,679,550,837,,,
6/10/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",553,381,801,787,616,1004,733,489,1098,468,377,581,423,316,566,,,
6/10/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",764,531,1100,901,678,1197,824,535,1271,781,553,1102,656,521,826,,,
6/10/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",626,401,977,775,560,1074,752,472,1196,560,388,807,491,323,746,,,
6/10/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",516,334,795,477,323,703,594,374,945,633,404,992,433,308,609,431,261,711
6/10/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1593,1174,2163,1591,1224,2067,,,,,,,,,,,,
6/10/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1245,1020,1519,,,,1224,1002,1495,,,,1293,1080,1547,,,
6/10/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",981,714,1349,893,698,1142,1274,953,1705,1200,907,1588,795,632,1000,745,610,909
6/10/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1009,791,1287,1047,888,1234,1266,1021,1570,939,768,1149,856,721,1017,,,
6/10/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1261,1072,1484,,,,,,,,,,,,,,,
6/10/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1374,1036,1823,,,,1535,1146,2056,1305,1023,1665,,,,,,
6/10/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",755,491,1160,747,495,1128,,,,,,,,,,,,
6/10/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",819,557,1203,,,,,,,682,569,817,667,496,896,,,
6/10/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",903,679,1200,901,719,1130,1008,732,1389,908,706,1167,714,593,859,,,
6/11/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",643,451,916,814,646,1025,817,566,1180,595,433,816,463,366,585,449,371,542
6/11/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1438,1060,1951,1259,1102,1438,1837,1293,2612,,,,,,,,,
6/11/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1157,954,1404,,,,,,,1294,1082,1548,971,855,1103,,,
6/11/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",681,479,966,587,488,706,957,619,1481,631,493,807,539,423,687,,,
6/11/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",690,463,1026,615,467,811,1079,765,1521,629,475,834,569,407,793,403,312,520
6/11/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1010,645,1581,873,608,1253,1395,887,2194,717,605,850,686,543,867,,,
6/11/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",756,445,1285,927,629,1367,1007,622,1632,575,378,876,503,346,731,,,
6/11/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1477,1201,1816,1443,1206,1727,1918,1640,2242,1304,1125,1512,,,,,,
6/11/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",765,530,1105,928,723,1189,938,647,1360,803,576,1120,660,481,906,484,391,598
6/11/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1265,974,1644,,,,1482,1137,1930,1309,1046,1639,1167,981,1388,,,
6/11/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",586,368,932,506,305,841,724,467,1124,522,358,762,509,331,781,400,309,518
6/11/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1260,833,1906,1079,825,1412,1794,1388,2319,1265,991,1615,903,681,1196,606,534,687
6/11/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",863,583,1276,,,,1059,808,1389,658,446,970,664,498,885,,,
6/11/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1363,1098,1691,,,,,,,1203,997,1451,,,,,,
6/11/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",914,581,1437,,,,1219,729,2038,803,566,1140,,,,,,
6/11/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",861,664,1115,810,692,947,1035,762,1407,780,649,938,874,659,1158,,,
6/11/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1428,1113,1831,,,,,,,,,,,,,,,
6/11/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1109,826,1488,1109,843,1459,1435,1057,1948,1044,896,1216,877,738,1042,,,
6/12/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",672,505,894,758,558,1028,718,597,865,680,512,901,546,423,706,,,
6/12/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",591,415,842,980,816,1176,672,509,886,517,395,675,489,347,690,,,
6/12/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",607,441,836,550,427,708,850,674,1071,635,479,841,550,395,766,463,358,598
6/12/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",729,541,982,858,606,1215,872,744,1022,703,629,785,615,495,765,,,
6/12/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1172,972,1412,1143,955,1369,,,,1245,1090,1421,,,,,,
6/12/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1314,1003,1720,1335,978,1822,,,,,,,,,,,,
6/12/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1505,1145,1977,1516,1155,1990,1568,1376,1787,,,,,,,,,
6/12/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",970,725,1298,1044,792,1377,1220,950,1568,961,775,1192,860,694,1065,711,555,910
6/12/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",741,544,1008,,,,876,656,1171,727,571,927,699,510,960,,,
6/12/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",586,383,897,676,430,1062,675,486,939,529,366,766,507,335,768,307,212,445
6/12/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",498,332,745,567,381,842,510,375,695,580,383,878,393,269,576,395,253,617
6/12/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1339,991,1811,,,,,,,,,,1285,971,1699,,,
6/12/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",878,664,1162,,,,982,764,1261,799,616,1037,886,658,1193,,,
6/12/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1126,971,1306,,,,,,,,,,,,,,,
6/12/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1493,1222,1825,,,,1608,1508,1715,1431,1144,1788,,,,,,
6/12/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",781,553,1104,,,,961,667,1384,643,503,822,699,530,921,,,
6/12/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",793,527,1193,,,,,,,,,,,,,,,
6/12/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",955,793,1149,911,803,1033,1060,959,1171,1002,850,1182,845,701,1018,,,
6/13/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",646,466,895,596,468,760,750,508,1108,648,488,860,618,431,886,,,
6/13/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1514,1136,2018,1493,1330,1676,1826,1377,2421,1341,1088,1652,,,,,,
6/13/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",722,452,1151,575,448,738,1261,962,1652,762,490,1185,566,378,848,424,346,519
6/13/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",899,601,1346,714,529,964,1349,932,1953,823,633,1070,739,567,962,,,
6/13/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1149,881,1500,967,853,1096,1381,1027,1857,1270,1044,1545,974,798,1188,,,
6/13/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",813,483,1366,875,650,1178,1279,875,1869,768,511,1155,560,337,929,,,
6/13/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",799,551,1159,1079,882,1319,1007,705,1438,785,573,1076,695,518,933,497,394,628
6/13/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1245,795,1950,876,682,1124,2135,1502,3035,1294,1070,1567,1000,708,1413,,,
6/13/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1639,1330,2020,1526,1235,1886,,,,1660,1362,2022,,,,,,
6/13/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",712,391,1297,406,313,525,1147,610,2156,753,460,1234,467,295,738,555,307,1002
6/13/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1166,974,1394,,,,1198,985,1457,1235,1064,1433,1100,920,1314,,,
6/13/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",870,516,1466,652,424,1002,1252,838,1871,752,522,1084,692,417,1147,,,
6/13/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",854,667,1093,1017,785,1317,860,668,1106,842,688,1029,818,628,1067,,,
6/13/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1051,837,1319,1003,832,1209,1178,976,1422,1123,894,1412,938,758,1161,,,
6/13/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1134,716,1795,,,,1238,857,1788,,,,1258,803,1971,,,
6/13/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1224,1074,1395,,,,,,,,,,,,,,,
6/13/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",755,494,1154,615,493,768,1014,677,1520,,,,568,413,780,,,
6/13/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1521,1015,2280,,,,,,,,,,,,,,,
6/14/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",831,602,1148,,,,1022,774,1349,811,653,1008,671,527,855,,,
6/14/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1163,921,1469,,,,1547,1174,2039,1177,1061,1306,944,849,1050,,,
6/14/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",583,393,864,701,506,973,666,500,886,563,432,734,454,335,614,,,
6/14/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",640,493,832,605,490,746,735,547,987,630,521,762,584,428,796,,,
6/14/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",594,418,845,578,426,783,799,603,1060,584,437,781,523,382,715,445,324,612
6/14/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1280,1009,1625,,,,1378,1129,1681,,,,,,,,,
6/14/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",583,387,879,528,324,861,715,474,1078,509,348,744,548,391,769,505,324,787
6/14/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1194,853,1671,1115,788,1577,1576,1186,2094,1154,891,1495,939,747,1179,,,
6/14/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",465,304,713,377,289,492,491,336,718,597,360,990,417,267,650,437,276,692
